date,type,registration,operator,fat.,location,,pic,cat,
30475,Lockheed L-188C Electra,N1968R,Reeve Aleutian Airways,0,near Cold Bay Air...,,,A2,USA
30476,Lockheed L-100-20 Hercules,FAP-383,Peruvian AF,8+ 1,near Puerto Maldo...,,,A1,Peru
30478,Boeing 727-222A,N7273U,United Airlines,0,Chicago-O'Ha...,,,A2,USA
30481,Airbus A300B4,,Eastern Air Lines,0,Havana-José ...,,,H2,Cuba
30482,Antonov An-8,CCCP-69336,MOM/Kirov,0,near Kharkiv-Soki...,,,A1,Ukraine
30483,Lockheed P-3B Orion,152720,US Navy,14,"Kauai, HI",,,A1,USA
30484,Tupolev Tu-134A,CCCP-65657,"Aeroflot, Armenia",0,"near Gali, Abkhazia",,,A1,Georgia
30488,DHC-6 Twin Otter 300,TZ-ACH,Air Mali,7,near Niela,,,A1,Mali
30489,Douglas C-47A (DC-3),C-GUBT,Skycraft Air Transport,2,Toronto Inte...,,,A1,Canada
30489,Boeing 707-300,,Libyan Arab Airlines,0,Larnaca Airp...,,,H2,Cyprus
30490,Lockheed 18 Learstar I,N333FB,Falcon Leasing Corp.,2,"Millhaven, GA",,,A1,USA
30491,DC-9-32,XA-JEB,Aeroméxico,0,Mérida-Rejon...,,,H2,Mexico
30491,Douglas C-47A (DC-3),N95460,Air North,0,near Fairbanks-Me...,,,A1,USA
30492,Antonov An-24RV,BNMAU-8401,MIAT,0,Ulan Bator-B...,,,A1,Mongolia
30495,Lockheed C-130H Hercules,74-2068,USAF,6,near Las Vegas-Ne...,,,A1,USA
30496,CASA C-212 Aviocar 200,YN-BYZ,Aeronica,0,Managua-Augu...,,,A1,Nicaragua
30496,Douglas C-54G (DC-4),N300JT,Pacific Air Express,0,"near Kahului, HI",,,A1,USA
30496,Yakovlev Yak-40,CCCP-87808,"Aeroflot, Kyrgyzstan",0,near Kazarman,,,A1,Kyrgyzstan
30496,Hawker Siddeley HS-125-1A-522,N125E,Erasmus Inc,0,Houston-Hobb...,,,A1,USA
30498,Ilyushin Il-62M,889,Chosonminhang,23,near Labé,,,A1,Guinea
30498,Douglas C-47 (DC-3),,Unknown,2,Berry Island,,,A1,Bahamas
30499,SE-210 Caravelle III,F-BHRS,Altair,0,Milano-Malpe...,,,A1,Italy
30499,Boeing 727,,Pan Am,0,Havana-José ...,,,H2,Cuba
30499,Antonov An-12,,Soviet AF,5,near Jalalabad Ai...,,,C1,Afghanistan
30501,Hawker Siddeley HS-748,9J-ADM,Zambia Airways,0,Kasaba Bay A...,,,A1,Zambia
30501,Antonov An-2T,CCCP-05667,"Aeroflot, Georgia",0,near Mestia,,,A1,Georgia
30502,Tupolev Tu-134 ?,,Aeroflot,1,Leningrad-Pu...,,,H2,Russia
30503,Boeing 747,,Iran Air,0,Paris,,,H2,France
30504,Boeing 737,,Air Florida,0,Havana-José ...,,,H2,Cuba
30507,Curtiss C-46A,N92853,Nenana Fuel Company,0,Tobin Creek ...,,,A1,USA
30508,Boeing 737-2V2,HC-BIG,TAME Ecuador,119,near Cuenca,,,A1,Ecuador
30509,BN-2A Islander,P2-FHP,Cloudlands Aviation Dev.,,near Mount Hagen,,,A1,P.N. Guinea
30512,Grumman G-159 Gulfstream I,N68TG,Orion Air,0,"Bristol, VA/...",,,A1,USA
30514,Boeing 727,,Delta Air Lines,0,Havana-José ...,,,H2,Cuba
30516,Douglas C-47A (DC-3),N480F,Chevron Oil,0,Khartoum,,,A1,Sudan
30516,Lockheed L-1011 TriStar,,Eastern Air Lines,0,Havana-José ...,,,H2,Cuba
30517,Antonov An-2R,CCCP-70520,"Aeroflot, Ukraine",0,Kharkov Region,,,A1,Ukraine
30518,BN-2A Trislander Mk.III-2,N29929,Cen-Tex Airlines,0,Brownwood Ai...,,,O1,USA
30518,Boeing 727,,Northwest Orient Airlines,0,Miami Intern...,,,H2,USA
30518,BN-2A-9R Islander,N2718W,Eagle Airlines,0,Brownwood Ai...,,,O1,USA
30519,Learjet 25D,5N-ASQ,Imani & Sons,0,Lagos-Murtal...,,,A1,Nigeria
30520,Boeing 767-233,C-GAUN,Air Canada,0,Gimli Airpor...,,,A2,Canada
30528,Lockheed C-5A Galaxy,70-0446,USAF,0,"Shemya AFB, ...",,,A2,USA
??-JUL-1983,Douglas DC-3C,N91378,Confederate Air Force,,Missoula Air...,,,O1,USA
30530,Boeing 727,,Pan Am,0,Houston-Inte...,,,H2,USA
30532,Boeing 747-121,N738PA,Pan Am,0,Karachi Inte...,,,A1,Pakistan
30532,DH-114 Riley Heron 2D,VH-CLY,Airlines of Tasmania,0,Launceston A...,,,A1,Australia
30532,Canadair CL-215,F-ZBBR,Securité Civile,2,Marseille,,,A1,France
30532,DC-8-63CF,,Capitol Airways,0,Havana-José ...,,,H2,Cuba
30533,BN-2A-21 Islander,PK-KNF,Bali Int. Air Service,2,between Ambo...,,,A1,Indonesia
30533,Antonov An-2TP,CCCP-91768,"Aeroflot, Komi",,near Koslan,,,A1,Russia
30535,Hawker Siddeley HS-748,FAC-1104,SATENA,0,Pasto-Cano A...,,,A1,Colombia
30537,Douglas AC-47,L2-30/07,Thai AF,5+ 4,near Ubon Ratchat...,,,A1,Thailand
30540,Antonov An-2R,CCCP-07697,"Aeroflot, Ukraine",0,Odessa Region,,,A1,Ukraine
30543,Yakovlev Yak-40K,CCCP-87201,MAP Arsenyev APO,0,Omsukchan Ai...,,,A1,Russia
30545,Learjet 25B,N108PA,Northeast Jet,0,near Wilmington-G...,,,A2,USA
30545,Beech A100 King Air,N129D,Padosa Productions,0,Vieques Airp...,,,A1,Puerto Rico
30546,Boeing 727,,Delta Air Lines,0,Havana-José ...,,,H2,Cuba
30547,Boeing 727-294,YK-AGA,Syrianair,0,Roma,,,O2,Italy
30549,Lockheed 18 Learstar II,N116CA,"Landry Aviation, lsf Command Aviation",11,"near Stanwood, WA",,,A1,USA
30552,Fokker F-27 Friendship 100,VT-DOK,Indian Airlines,0,Calcutta Air...,,,A2,India
30554,Boeing 707-300,,MEA,0,Tel Aviv,,,H2,Israel
30555,Lockheed L-100-30 Hercules,N17ST,Transamerica Airlines,7,near Dundo Airpor...,,,A1,Angola
30555,Swearingen SA226-TC Metro II,N503SS,Scheduled Skyways,0,Hot Springs-...,,,A1,USA
30555,Boeing 727-228,,Air France,0,Tehran-Mehra...,,,H2,Iran
30556,Beech 200 Super King Air,VH-KTE,Moore's Air Charter,12,"near Adavale, QLD",,,A1,Australia
30558,Tupolev Tu-134A,CCCP-65129,"Aeroflot, Privolzhsk",90,near Alma-Ata,,,A1,Kazakhstan
??-AUG-1983,Douglas DC-3A,N18143,Reo Leasing,,within Mexico,,,A1,Mexico
30560,Boeing 747-230B,HL7442,KAL,269,near Sakhalinsk [...,,,C1,Pacific Ocean
30560,Boeing 727-264,XA-DAT,Mexicana,0,Mérida Airpo...,,,H2,Mexico
30561,BN-2A-21 Islander,C-GIPF,Central Mountain Air Services,7,"near Smithers, BC",,,A1,Canada
30563,Beech 99,F-BUYG,TAT,0,Tours-St Sym...,,,A1,France
30573,Hawker Siddeley HS-121 Trident 2E,B-264,CAAC,11,Guilin Airpo...,,,A1,China
30575,Antonov An-12,,Soviet AF,,Bagram Air B...,,,C1,Afghanistan
30581,Boeing 727,,American Airlines,0,Havana-José ...,,,H2,Cuba
30582,Boeing 737-2P6,A4O-BK,Gulf Air,112,Mino Jebel Ali,,,C1,U.A.E.
30582,FMA IA 50 Guaraní II,LV-LAD,Dirección Provincial de Aeronáutica de Salta,0,"Las Bolsas, SA",,,A1,Argentina
30584,Boeing 707-336C,5N-ARO,RN Cargo,0,Accra-Kotoka...,,,C1,Ghana
30587,BN-2A-26 Islander,B-11109,Taiwan Airlines,10,near Lanyu Island,,,A1,Taiwan
30588,Canadair CL-215,C-GKEE,Canadair,0,Montreal-Dor...,,,A1,Canada
30590,Douglas C-118A (DC-6),533257,US Navy,0,Keflavík Int...,,,O1,Iceland
30592,Douglas C-47 (DC-3),,Unknown,1,"near Rio Blanco, ...",,,C1,Nicaragua
30594,Boeing 727-21,HK-1804,SAM Colombia,0,San Andrés I...,,,A1,Colombia
30594,Antonov An-2R,SP-WWK,ZUA,,Karolewo,,,A1,Poland
30596,Embraer EMB-110C Bandeirante,PP-SBH,TAM,7,Araçatuba Ai...,,,A1,Brazil
30597,DHC-6 Twin Otter 300,XY-AEE,Burma Airways,9,near Lonkin,,,A1,Myanmar
30597,Douglas DC-6,,private,7,Monterrubio ...,,,A1,Colombia
30598,BN-2A-8 Islander,B-12202,Yung Shing Airlines,0,Orchid Islan...,,,A1,Taiwan
30600,Boeing 747-249F,N806FT,Flying Tiger Line,0,Frankfurt In...,,,A2,Germany
30600,Hawker Siddeley HS-748,N748LL,Air Illinois,10,near Pinckneyvill...,,,A1,USA
30600,FMA IA 50 Guaraní II,T-125,Argentine AF,12,near Santa Isabel...,,,A1,Argentina
30602,Boeing 707-436,N4465D,Coastal Airways,0,Perpignan Ai...,,,O1,France
30604,Boeing 737,,People Express,0,Atlantic Cit...,,,H2,USA
30607,Boeing 747-230F,D-ABYU,Lufthansa,0,Hong Kong-Ka...,,,A2,Hong Kong
30608,Let L-410UVP,CCCP-67315,"Aeroflot, Krasnoyarsk",0,Kansk Air Base,,,A1,Russia
30614,DC-8-63CF,N797FT,Flying Tiger Line,0,Norfolk NAS ...,,,A2,USA
30615,DHC-5D Buffalo,TJX-BS,Cameroon AF,,,,,U1,Cameroon
30617,Shorts 330-200,N26288,Pennsylvania Airlines,1,"Middletown, PA",,,O2,USA
30617,Curtiss C-46R,CP-916,Transportes Aéreos Bolivar,0,near La Paz-El Al...,,,A1,Bolivia
30620,Douglas DC-3C,N44896,FBN Flying Service,0,Laredo Inter...,,,A1,USA
30624,Morane Saulnier (FMA) MS.760A Paris,E-237,Argentine AF,2,Alto Pencoso...,,,A1,Argentina
30628,Boeing 737-2M2,D2-TBN,TAAG,130,near Lubango Airp...,,,C1,Angola
30630,Curtiss C-46D,CP-1077,Trans Aereos Skorpio,0,near San Borja,,,A1,Bolivia
30631,Boeing 727-225,N812EA,Eastern Air Lines,0,near Miami Intern...,,,A2,USA
30631,Antonov An-12,,Soviet AF,30,near Burevestnik,,,A1,Russia
30637,Douglas C-47 (DC-3),N....,Unknown,0,Barranquilla,,,A1,Colombia
30638,Tupolev Tu-134A,CCCP-65807,"Aeroflot, Georgia",7,Tbilisi Airp...,,,H1,Georgia
30641,DC-9,,Republic Airlines,0,"Chicago, IL",,,H2,USA
30641,Antonov An-12,39,Soviet AF,9,near Senkovo,,,A1,Russia
30643,DHC-6 Twin Otter 300,C-GTLA,Austin Airways,4,near Lansdowne Ho...,,,A1,Canada
30646,Beech B100 King Air,N1910L,Texas Western Aviation,8,Midland/Odes...,,,A1,USA
30647,Boeing 747-283M,HK-2910X,"Avianca, lsf SAS",181,near Madrid-Baraj...,,,A1,Spain
30647,Rockwell CT-39E Sabreliner,157354,US Navy,0,Denver-Buckl...,,,A2,USA
30648,DHC-6 Twin Otter 300,FAP-309,Peruvian AF,,,,,A1,Peru
30648,Fokker F-28 Fellowship 2000,5N-ANF,Nigeria Airways,53,near Enugu Airpor...,,,A1,Nigeria
30648,Swearingen SA226-TC Metro II,SE-IMD,AMA Flyg,0,Linköping-Sa...,,,A2,Sweden
30655,Cessna 501 Citation I/SP,VH-BNK,North Broken Hill,0,"near Kalgoorlie, WA",,,A2,Australia
30657,Boeing 727-256,EC-CFJ,Iberia,51,Madrid-Baraj...,,,A1,Spain
30657,DC-9-32,EC-CGS,Aviaco,42,Madrid-Baraj...,,,A1,Spain
30658,Cessna 500 Citation I,G-UESS,"Brencham, op.for Trans Europe Air Charter",10,near Stornoway Ai...,,,A1,U.K.
30661,Vickers 668 Varsity,N65338,West Texas Air Museum,0,El Paso-West...,,,A1,USA
30661,IAI Arava 201,824,Guatemala AF,0,Poptun Airpo...,,,A1,Guatemala
30663,Douglas C-47B (DC-3),RP-C287,Philair,0,Zapote,,,A1,Philippines
30664,Boeing 707-373C,HK-2401X,TAMPA Colombia,3+ 22,near Medellín-Enr...,,,A1,Colombia
30667,DHC-6 Twin Otter 200,C-FGJK,Inuvik Coastal Airways,2,Paulatuk Air...,,,A1,Canada
30668,Airbus A300B4-120,OY-KAA,"MAS, lsf SAS",0,near Kuala Lumpur...,,,A1,Malaysia
30669,Boeing 747-246F (SCD),JA8151,JAL,0,Anchorage In...,,,A2,USA
30670,DC-9-31,N994Z,Ozark Air Lines,0+ 1,Sioux Falls ...,,,A2,USA
30672,Learjet 25D,N300PL,AMF Corp.,0,Vail-Eagle C...,,,A1,USA
30673,DC-10-30,HL7339,KAL,0,Anchorage In...,,,A1,USA
30674,Antonov An-24RV,CCCP-46617,"Aeroflot, Arkhangelsk",44,Leshukonskoy...,,,A1,Russia
??-???-1983,Douglas DC-3-382,N401JB,Swift Delivery Air Freight,0,"Honolulu, HI",,,O1,USA
??-???-1983,Ilyushin Il-18Gr,CCCP-75887,"Aeroflot, MUTA",,unknown,,,U1,Unknown country
30683,CASA C-212-A3 Aviocar 100,325,Jordanian AF,13,near Al Qatrana,,,A1,Jordan
30690,Douglas C-47B (DC-3),C-GSCA,Skycraft Air Transport,1,Saint Louis-...,,,A1,USA
30691,Tupolev Tu-134A,LZ-TUR,Balkan Bulgarian,50,near Sofia-Vrazhd...,,,A1,Bulgaria
30694,Douglas EC-54U (DC-4),CP-1090,NEBA,1,Cochabamba-J...,,,A1,Bolivia
30694,Fokker F-27 Friendship 100,N148PM,Pilgrim Airlines,0,New York-Joh...,,,A1,USA
30695,BN-2A-20 Islander,P2-ISH,Talair,10,near Karimui,,,A1,P.N. Guinea
30696,Antonov An-12,1506,Ethiopian AF,26,near Tessenei Air...,,,C1,Eritrea
30697,Douglas C-47 (DC-3),9Q-CYD,Transports Aériens Zairois - TAZ,0,Kissidougou ...,,,A1,Guinea
30699,DHC-4A Caribou,66-255,US Army,,Kwajalein Ai...,,,U1,Marshall Isl.
30699,Boeing 747,,Air France,0,near Karachi,,,O2,Pakistan
30699,Antonov An-12,CCCP-11429,Soviet AF,8,near Mazar-I-Shar...,,,C1,Afghanistan
30702,IAI Arava 201,856,Guatemala AF,11,near Chuarrancho,,,A1,Guatemala
30705,CASA/Nurtanio NC-212 Aviocar,PK-PCL,Pelita Air Service,6,near Manado,,,A1,Indonesia
30708,Lockheed P-3B Orion,A9-300,RAAF,0,Edinburgh RA...,,,O1,Australia
30709,Antonov An-24RV,CCCP-47310,"Aeroflot, Uralsk",4,Izhevsk Airp...,,,A1,Russia
30711,Swearingen SA226-TC Metro II,N63Z,Britt Airways,3,near Terre Haute-...,,,A1,USA
30711,Learjet 24,N44GA,Gee Bee Aero,6,"Avalon, CA",,,A1,USA
30715,Airbus A300B4-203,,Cruzeiro do Sul,0,Camagüey Int...,,,H2,Cuba
30721,Boeing 737-2M2,D2-TBV,TAAG,0,Huambo Airpo...,,,C1,Angola
30723,Boeing 727,,American Airlines,0,New York-Joh...,,,H2,USA
30728,Antonov An-12,1509,Ethiopian AF,26,near Debre Zeit/H...,,,H1,Ethiopia
30732,Cessna 500 Citation I,VH-FSA,Flight Safety Australia,2,near Prosperine A...,,,A1,Australia
30735,Antonov An-2T,CCCP-44910,"Aeroflot, Yakutsk",0,Tiksi Airpor...,,,O1,Russia
30739,Shin Meiwa PS-1,5803,Japanese Navy,12,Sea of Japan,,,A1,Pacific Ocean
30740,DC-10-30,LN-RKB,SAS,0,New York-Joh...,,,A2,USA
30740,Lockheed C-130E Hercules,68-10944,USAF,18,near Borja,,,A1,Spain
30740,Douglas C-47D (DC-3),L2-21/00/149,Thai AF,,Sakon Nakhon...,,,A1,Thailand
30746,HAL-748,VT-DUO,Indian Airlines,0,Hyderabad-Be...,,,A1,India
30748,Boeing 737-228,,Air France,0,Genève-Coint...,,,H2,Switzerland
30749,Canadair CL-215,1015,Hellenic AF,3,Elefsis,,,A1,Greece
30751,DC-8-63PF,F-BOLL,UTA,0,N'Djamena Ai...,,,C1,Chad
30754,Curtiss C-46A,HK-1322P,private,4,Barranquilla...,,,A1,Colombia
30755,Beech 200C Super King Air,CP-1849,Unknown,,Santa Cruz-E...,,,U1,Bolivia
30756,Convair VT-29B (CV-240),XA-JOV,Aero Cozumel,0,Cancún Airpo...,,,A1,Mexico
30757,Fairchild F-27M,CP-862,LAB,23,Cerro Pilón,,,A1,Bolivia
30757,Lockheed 18 Learstar II,N77777,Holiday Tours,2,near Oneonta Muni...,,,A1,USA
30760,Convair CV-990,EC-BZP,Spantax,0,Las Palmas-A...,,,A2,Spain
30762,Fairchild C-123K Provider,FAES120,Salvadorian AF,0,San Miguel A...,,,C1,El Salvador
30763,Boeing 737-275,C-GQPW,Pacific Western,0,Calgary Inte...,,,A1,Canada
30763,Boeing 747,,British Airways,0,Taipei-Chian...,,,H2,Taiwan
30765,Douglas C-54S (DC-4),CP-1206,Frigorifico Reyes,5,near Rurrenabaque...,,,A1,Bolivia
30765,Douglas DC-3C,N62WS,Unknown,7,near Ciudad Quesada,,,A1,Costa Rica
30767,Beech 200 Super King Air,F-GCCC,Sinair,0,near Bergamo-Orio...,,,A1,Italy
30768,Boeing 737-200,,Piedmont Airlines,0,Havana-José ...,,,H2,Cuba
30769,Boeing 727,,Delta Air Lines,0,Havana-José ...,,,H2,Cuba
30769,Learjet 24D,PT-LCN,Líder Táxi Aéreo,4,near Florianopoli...,,,A1,Brazil
30772,BN-2 Islander,2451,Angolan AF,,,,,U1,Angola
30777,DH-114 Heron 2B,N81962,Scenic Air Tours,0,"Scottsdale, AZ",,,A1,USA
30777,Lockheed L-1011 TriStar,,Saudi Arabian,0,Istanbul-Ata...,,,H2,Turkey
30789,Cessna 500 Citation I,N92FA,International Jet Center,0,Oklahoma Cit...,,,A2,USA
30790,Embraer EMB-110EJ Bandeirante,PT-GJZ,VOTEC,18,near Imperatriz A...,,,A1,Brazil
30790,Embraer EMB-110P Bandeirante,PT-GKL,VOTEC,1,near Imperatriz A...,,,A1,Brazil
30791,Douglas C-47 (DC-3),TI-SAA,SANSA,4,Cerro Alto S...,,,A1,Costa Rica
30793,Fairchild C-119 Flying Boxcar,N15509,Hawkins & Powers,0,Tobin Creek ...,,,A1,USA
30800,Douglas C-118A (DC-6),N92860,Intercontinental Aircraft Lease,0,San Manuel R...,,,A1,USA
30807,Beech 200 Super King Air,XA-LIG,Unknown,7,near Poza Rica-Ta...,,,A1,Mexico
30808,Curtiss C-46R,CP-974,TASMA,0,San Borja-Ca...,,,A1,Bolivia
30808,Antonov An-2M,CCCP-05918,"Aeroflot, Central Region",,near Staroye Zhoo...,,,A1,Russia
30816,PBV-1A Canso A (PBY-5A),C-GFFD,Flying Firemen,0,near Thunder Bay ...,,,A1,Canada
30817,Learjet 35A,LV-TDF,Tierra del Fuego Province,12,near Ushuaia Airp...,,,A1,Argentina
30822,Beech 1900C,N305BH,Beechcraft,0,Hannover,,,A2,Germany
30823,Antonov An-2R,CCCP-07293,"Aeroflot, Ukraine",0,Voroshilovgr...,,,A1,Ukraine
30827,DHC-6 Twin Otter 200,T-83,LADE,0,near Córdoba-Paja...,,,A1,Argentina
30827,Tupolev Tu-134Sh2,2,Soviet AF,7,near Donetsk,,,A1,Ukraine
30830,Saunders ST-27,C-FCNT,Labrador Airways,0,St. John's A...,,,A1,Canada
30832,Lockheed L-188AF Electra,N5523,Zantop,4,"Chalkhill, PA",,,A1,USA
30832,BN-2A Trislander Mk.III,HP-946,Aviones de Panama,0,Panama,,,U1,Panama
30832,Antonov An-2R,HA-MBM,Ministry for Agriculture and Nutrition,1,Szarvas-Káka,,,A1,Hungary
30833,Boeing 727-222,N7640U,United Airlines,0,Denver-Stapl...,,,A2,USA
??-MAY-1984,BN-2A Trislander Mk.III-2,XA-KOQ,Aero Cozumel,,,,,U1,Mexico
30834,BN-2A-26 Islander,G-BDVW,Loganair,0,Sanday Airpo...,,,A1,U.K.
30835,Boeing 747-237B,VT-EDU,Air-India,0,Bangkok-Don ...,,,A2,India
30836,BAe Nimrod MR.2,XV257,RAF,0,near Land's End,,,A1,U.K.
30837,Learjet 23,N101PP,Air Continental,3,near Windsor Lock...,,,A1,USA
30839,Boeing 737-2A8,VT-EGI,Indian Airlines,0,Calcutta Air...,,,A2,India
30842,Ilyushin Il-62M,CCCP-86500,"Aeroflot, International",0,Moskva-Shere...,,,O1,Russia
30844,DC-9-32,PK-GNE,Garuda,0,Jakarta-Kema...,,,A1,Indonesia
30844,Handley Page HPR-7 Herald 203,G-BBXI,Air UK,0,Bournemouth ...,,,O1,U.K.
30844,MBB HFB-320 Hansa Jet,XC-TIJ,Baja California State Government,0,San Diego In...,,,O1,USA
30846,DC-9-31,N964VJ,USAir,0,Detroit-Metr...,,,A2,USA
30849,Ilyushin Il-18V,LZ-BEP,Balkan Bulgarian,0,Sana'a Inter...,,,A1,Yemen
30849,Antonov An-2R,CCCP-02528,"Aeroflot, Ukraine",0,Odessa Region,,,A1,Ukraine
30850,Boeing 727-2J0,6Y-JMA,Air Jamaica,0,Toronto-Pear...,,,A2,Canada
30854,Antonov An-2R,CCCP-09612,"Aeroflot, Far East",0,"near Sivakovka, K...",,,A1,Russia
30856,BN-2A-8 Islander,F-BVTD,Delmotte Aviation,0,Ajaccio-Camp...,,,A1,France
30858,unknown,,CAAC,0,Fuzhou Yixu ...,,,H2,China
30859,Boeing 727,,Iran Air,0,Baghdad-Sadd...,,,H2,Iraq
30861,Embraer EMB-110C Bandeirante,PP-SBC,TAM,18,near Rio das Ostr...,,,A1,Brazil
??-JUN-1984,Antonov An-26,14-27,Cuban AF,,near Playa Baraco...,,,A1,Cuba
30866,Antonov An-26,FAP-377,Peruvian AF,5,near Casapalca,,,A1,Peru
30867,Let L-410M,CCCP-67276,"Aeroflot, Yakutsk",0,Neryungri/Ch...,,,A1,Russia
30868,Airbus A300,,Indian Airlines,0,Lahore Airpo...,,,H2,Pakistan
30868,Antonov An-2R,CCCP-02878,"Aeroflot, Uralsk",3,Kustanai region,,,A1,Kazakhstan
30874,Embraer P-95 Bandeirulha (EMB-111A),7054,Brazilian AF,,"Recife, PE",,,U1,Brazil
30874,Canadair CL-215,72201,Yugoslav AF,1,near Zadar,,,A1,Croatia
30875,Lockheed C-141B Starlifter,64-0624,USAF,9,near Sigonella Na...,,,A1,Italy
30876,DHC-6 Twin Otter 300,7P-LAA,Lesotho Airways,0,Mokhotlong A...,,,A1,Lesotho
30877,Antonov An-2R,CCCP-40827,"Aeroflot, North Kavkaz",2,Krasnodar re...,,,A1,Russia
30884,DHC-6 Twin Otter 300,N43SP,SPIA,1,Tau Airport ...,,,A1,American Samoa
30884,Boeing 707-300,,MEA,0,Beirut Inter...,,,H2,Lebanon
30886,Antonov An-2R,CCCP-01712,"Aeroflot, Krasnoyarsk",0,"Punya, Boguc...",,,A1,Russia
30887,Antonov An-26B,CCCP-26009,"Aeroflot, Tyumen",0,Krasnoselkup...,,,A1,Russia
30890,BN-2B-27 Islander,HK-2822X,TAVINA,0,near Providencia ...,,,A2,Colombia
30890,Antonov An-2TP,CCCP-07634,"Aeroflot, Uralsk",0,"near Andryushino,...",,,A1,Russia
30890,Antonov An-2T,CCCP-82909,"Aeroflot, Ukraine",0,Lazurnoye,,,A1,Ukraine
30891,Learjet 25B,N1JR,Panorama Flight Service,0,Waterville-R...,,,A1,USA
30892,DC-9,,LAV,2,Curaçao-Dr. ...,,,H2,Curaçao
30894,Boeing 737-228,F-GBYH,Air France,0,Tehran-Mehra...,,,H2,Iran
??-JUL-1984,Boeing 707-458,9Q-CWR,Wolf Aviation,0,Isiro-Matari...,,,A1,D.R. Congo
??-JUL-1984,Vickers 756D Viscount,Z-YNI,Air Zimbabwe,0,Harare ?,,,O1,Zimbabwe
30896,BN-2A Islander,N589SA,Vieques Air Link,9,near Vieques Airp...,,,A1,Puerto Rico
30897,Fokker F-27 Friendship 200,PT-LCZ,Rio Sul,0,Rio de Janei...,,,A1,Brazil
30898,BAC One-Eleven 527FK,RP-C1182,Philippine Air Lines,0,Tacloban Air...,,,A1,Philippines
30899,Antonov An-12B,CCCP-10232,Soviet Navy,24,Nawabshah,,,A1,Pakistan
30899,Fokker F-27 Friendship 600,S2-ABJ,Biman Bangladesh,49,near Dhaka-Zia In...,,,A1,Bangladesh
30900,Douglas DC-8-55F,F-BUOR,SFAIR,0,Marseille,,,H2,France
30901,Airbus A300B2-202,,Iran Air,0,Rome,,,H2,Italy
30904,HAL-748,,Indian Airlines,0,Bangalore-Hi...,,,H2,India
30904,BN-2A-21 Islander,PK-ZAL,Sabang Merauke Raya Air Charter,4,within Aceh,,,A1,Indonesia
30905,Douglas C-47A (DC-3),N70003,Aviation Enterprises,3,"near Memphis, TN",,,A1,USA
30906,Lockheed 18 Learstar II,C-FOZO,Geoterrex,0,Nanisivik Ai...,,,A1,Canada
30909,Douglas C-47A (DC-3),PK-OBC,Airfast Indonesia,2,near Wamena,,,A1,Indonesia
30913,Vickers 668 Varsity T.1,G-BDFT,Leicester Aircraft Preservation,11,Marchington,,,A1,U.K.
30913,Ilyushin Il-86,CCCP-86007,"Aeroflot, Moscow",0,Aktyubinsk A...,,,A2,Kazakhstan
30918,Beech C99,N6399U,Wings West Airlines,15,near San Luis Obi...,,,A1,USA
30918,Antonov An-12B,LZ-BAD,Balkan Bulgarian,0,Addis Ababa-...,,,A1,Ethiopia
30918,Boeing 737-2A8,VT-EFK,Indian Airlines,0,Dubai Airpor...,,,H2,U.A.E.
30921,Douglas C-47 (DC-3),,Unknown,8,near Jinotega,,,C1,Nicaragua
30922,Vickers 757 Viscount,9Q-CPD,Zaire Aero Service,0,Kinshasa,,,A1,D.R. Congo
30922,Airbus A300B2-203,EP-IBS,Iran Air,0,Baghdad-Sadd...,,,H2,Iraq
30924,Boeing 737-2H7C,TJ-CBD,Cameroon Airlines,2,Douala Airpo...,,,A1,Cameroon
30924,BN-2A-26 Islander,S7-AAE,Air Seychelles,,,,,U1,Unknown country
30929,DHC-5D Buffalo,C-GCTC,de Havilland Canada,0,Farnborough ...,,,A1,U.K.
30931,BN-2A-20 Islander,P2-ISG,Talair,9,Mount Musaka,,,A1,P.N. Guinea
30932,Fairchild F-27,ZS-LPI,Wonderair,0,Omega Air Fo...,,,A1,Namibia
30934,Boeing 727,,Iran Air,0,Basra Intern...,,,H2,Iraq
30936,Handley Page HPR-7 Herald 202,9Q-CAH,MMM Aero Services,30,near Bandundu Air...,,,A1,D.R. Congo
30937,Airbus A300B2-203,,Iran Air,0,Isfahan-Shah...,,,H2,Iran
30941,Boeing 737-270,,Iraqi Airways,3,Baghdad-Sadd...,,,H2,Iraq
30941,Antonov An-2T,SP-AMK,APRL,11,Opole,,,A1,Poland
30941,Ilyushin Il-14FK,CCCP-91611,"Aeroflot, Leningrad",0,near Saaremaa Island,,,A1,Estonia
30942,Swearingen SA226-TC Metro II,OE-LSA,Austrian Air Services,0,Wien-Schwech...,,,A1,Austria
30943,Douglas DC-8-54F,HK-2380,LAC Colombia,0,Barranquilla...,,,A1,Colombia
30943,Douglas DC-8-55F,HC-BKN,AECA,4+ 49,Quito-Marisc...,,,A1,Ecuador
30944,Antonov An-12,D2-EAD,Angolan Government,,,,,U1,Angola
30946,DC-10-30,YA-LAS,Ariana Afghan Airlines,0,Kabul Airpor...,,,C2,Afghanistan
30947,Douglas C-47A (DC-3),L2-4/90,Thai AF,,Surin,,,A1,Thailand
30949,Antonov An-12,,Soviet AF,1,near Zaranj,,,C2,Afghanistan
30950,Antonov An-24RV,CCCP-47358,"Aeroflot, West Siberia",1,near Sverdlovsk-K...,,,A2,Russia
30951,Cessna 500 Citation I,C-GXFZ,Air Niagara,2,near Orillia Airp...,,,A1,Canada
30955,Antonov An-26,T-212,Angolan AF,,,,,A1,Unknown country
